the_geom,OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,neighborhood,wiki_title,wiki_url,confidence,pageviews,score,category
"POLYGON ((1015789.1239175946 259483.24814341962, 1015757.0317901671 259492.6569172591, 1015739.1965240091 259498.67724642158, 1015726.8802756667 259506.20807126164, 1015715.2887634188 259516.4849535823, 1015706.1716556698 259527.6250231713, 1015698.3803326786 259537.36844199896, 1015657.9640749246 259573.95563916862, 1015627.826996088 259539.35892358422, 1015211.3855717629 259061.29131017625, 1015233.8215505034 258803.9995019287, 1015257.2680259198 258872.68604433537, 1015789.1239175946 259483.24814341962))",979,BX,3251,401,3205 Jerome Avenue,2032510401,High Pumping Station,LP-01080,"Borough of The Bronx, Tax Map Block 3251, Lot 401 in part.",Designated,,7/28/1981,Individual Landmark,,207.0,11.0,40.878151,-73.8871085,2040900.0,BX0702,1984.04948343548,120473.99774850966,Bedford Park,High Pumping Station,https://en.wikipedia.org/wiki/High_Pumping_Station,high,592.0,100.0,Fire Station
"POLYGON ((1011725.4919530004 258943.29909208417, 1011804.4911388457 259011.417722255, 1011685.8955755085 259101.09372401237, 1011622.6981953382 259013.70183841884, 1011725.4919530004 258943.29909208417))",978,BX,3257,111,3101 Kingsbridge Terrace,2032570111,40th Police Precinct Station House,LP-01285,"Borough of the Bronx Tax Map Block 3257, Lot 111.",Designated,later the 50th Police Precinct Station House,7/15/1986,Individual Landmark,,208.0,14.0,40.8775761,-73.9007023,2027700.0,BX0801,485.43534223255,14297.75394102059,Kingsbridge Heights-Van Cortlandt Village,New York City Police Department corruption and misconduct,https://en.wikipedia.org/wiki/New_York_City_Police_Department_corruption_and_misconduct,low,55381.0,41.75824175824175,Police Station
"POLYGON ((1017608.8122073412 255855.16583266854, 1017556.3989263475 256064.78549216688, 1017474.4174630046 256006.3381025046, 1017161.3088372499 255783.11085867882, 1017138.5821766704 255765.12237758934, 1017023.0328670889 255668.5152873397, 1017078.7286218405 255447.65286816657, 1017081.6889177561 255435.9127341658, 1017424.1908574253 255678.7065399289, 1017427.4569270015 255671.97230142355, 1017482.212394923 255712.49846708775, 1017524.7618505061 255751.61551484466, 1017547.1771600097 255771.37925483286, 1017557.807388097 255782.62168642879, 1017569.4192415029 255796.45039892197, 1017585.5684874207 255818.45527617633, 1017589.5025346726 255823.953952834, 1017608.8122073412 255855.16583266854))",977,BX,3325,5,3016 Webster Avenue,2033250005,52nd Police Precinct Station House,LP-00771,"Borough of The Bronx Tax Map Block 3325, Lot 5.",Designated,,6/18/1974,Individual Landmark,,207.0,11.0,40.8685845,-73.8804395,2042500.0,BX0703,1808.17850510765,154272.03977329674,Norwood,52nd Police Precinct Station,https://en.wikipedia.org/wiki/52nd_Police_Precinct_Station,high,,90.32258064516128,Police Station
"POLYGON ((1009563.0510679185 265615.33725717664, 1009570.7164069265 265727.3554058373, 1009576.9066832513 265817.2791105062, 1009231.2453010976 265685.52806167305, 1009256.0585716665 265623.1754960865, 1009229.5120368451 265611.8556368351, 1009155.3701247573 265601.9265228361, 1009124.0722870976 265597.73493017256, 1009124.5214331746 265559.9006882608, 1009094.1668350846 265542.08149817586, 1009156.0528661758 265551.7501140088, 1009265.9958877563 265568.92724500597, 1009280.5611473471 265643.1459285915, 1009308.3911441714 265653.0937433392, 1009336.8628720045 265579.9987451732, 1009563.0510679185 265615.33725717664))",976,BX,5912,13,4765 Henry Hudson Parkway,2059120013,Riverdale Presbyterian Church,LP-00128,"Borough of The Bronx Tax Map Block 5912, Lot 13.",Designated,,4/19/1966,Individual Landmark,,208.0,11.0,40.8958406,-73.9090305,2030701.0,BX0803,1434.19865268918,55139.53453715658,Riverdale-Spuyten Duyvil,Riverdale Presbyterian Church Complex,https://en.wikipedia.org/wiki/Riverdale_Presbyterian_Church_Complex,high,558.0,87.87878787878788,Religious Site
"POLYGON ((1012182.390645504 254175.25613474846, 1012042.8745203465 254254.1568955928, 1011893.0516572595 253999.5478247553, 1012038.041524753 253917.5519257486, 1012108.7716982514 254037.74984808266, 1012103.2979559302 254040.8453143388, 1012182.390645504 254175.25613474846))",975,BX,3190,1,2500 Jerome Avenue,2031900001,Saint James Episcopal Church and Parish House,LP-01081,"Borough of The Bronx, Tax Map Block 3190, Lot 1.",Designated,,11/25/1980,Individual Landmark,,207.0,14.0,40.8639011,-73.8996201,2040100.0,BX0701,923.97778379915,48220.09199294398,University Heights (North)-Fordham,St. James' Episcopal Church and Parish House,https://en.wikipedia.org/wiki/St._James%27_Episcopal_Church_and_Parish_House,high,600.0,94.3820224719101,Residential Building
"POLYGON ((1044711.4955346733 244937.65748400986, 1044631.3250913471 244916.15063725412, 1044619.3205221742 244960.38644117117, 1044555.3744558394 244943.23227600753, 1044583.0663295835 244841.19146959484, 1044705.4358355105 244874.3649596721, 1044701.1628781706 244864.92206516862, 1044699.3416875899 244862.24031201005, 1044698.8685914278 244860.99884466827, 1044703.6750122607 244864.30362808704, 1044709.276707083 244870.5280250907, 1044712.388577506 244877.0627889186, 1044713.3223026693 244887.64314833283, 1044710.832478255 244893.86721725762, 1044706.4761877507 244901.02468325198, 1044706.4761877507 244907.87079817057, 1044707.7202797532 244922.49642509222, 1044711.4955346733 244937.65748400986))",974,BX,5637,125,175 Belden Street,2056370125,175 Belden Street House,LP-01082,"Borough of the Bronx, Tax Map Block 5637, Lot 125.",Designated,,7/28/1981,Individual Landmark,,210.0,13.0,40.838752,-73.7810797,2051601.0,BX1003,526.79797858252,11390.92523372772,,175 Belden Street,https://en.wikipedia.org/wiki/175_Belden_Street,low,307.0,85.0,Residential Building
"POLYGON ((1009102.9686547518 266647.18493101, 1009052.5235456675 266664.2993980944, 1008856.9041862637 266730.6683598459, 1008837.225747928 266737.3445275873, 1008808.8576944172 266554.66936799884, 1008808.0739033371 266549.62246209383, 1008819.9692207575 266547.6723347604, 1009062.0671617538 266508.3134895861, 1009097.8164340854 266629.69087150693, 1009102.9686547518 266647.18493101))",973,BX,5940,455,4970 Independence Avenue,2059400455,Spaulding Estate Coachman's House,LP-01083,"Borough of the Bronx Tax Map Block 5940, Lot 355.",Designated,,7/28/1981,Individual Landmark,,208.0,11.0,40.8984301,-73.9106655,2030701.0,BX0803,872.69298880461,44740.04315510757,Riverdale-Spuyten Duyvil,Henry F. Spaulding Coachman's House,https://en.wikipedia.org/wiki/Henry_F._Spaulding_Coachman%27s_House,medium,218.0,82.35294117647058,Residential Building
"POLYGON ((1031093.9354995042 264018.2587584257, 1030999.4698091745 264028.5871498436, 1030980.8868410885 263824.3667577505, 1031080.5270617604 263810.67124709487, 1031163.3336546719 263799.2897081673, 1031183.5622887611 264008.459565416, 1031093.9354995042 264018.2587584257))",972,BX,4970,10,4010 Dyre Avenue,2049700010,Public School 15,LP-00976,"Borough of the Bronx, Tax Map Block 4970, Lot 10.",Designated,,1/10/1978,Individual Landmark,,212.0,12.0,40.8909353,-73.8306174,2045600.0,BX1202,784.56153064836,38319.56176550293,Eastchester-Edenwald-Baychester,Public School 15,https://en.wikipedia.org/wiki/Public_School_15,high,511.0,100.0,School
"POLYGON ((1008591.0989435911 265671.5556486696, 1008509.2250915915 265690.7249016762, 1008483.1769153476 265761.6499566734, 1008462.2146869302 265752.9209715128, 1008448.4151738435 265745.8547126651, 1008436.6501055062 265737.96069958806, 1008426.0953365862 265583.84027291834, 1008501.2608686686 265552.9961744994, 1008533.3779304177 265539.8170670122, 1008612.1864998341 265536.48767733574, 1008604.6025255024 265570.04075983167, 1008600.781667009 265591.10338175297, 1008596.6048380882 265617.8425015062, 1008593.721641764 265643.2053116709, 1008591.0989435911 265671.5556486696))",971,BX,5926,76,4715 Independence Avenue,2059260076,Alderbrook House,LP-02399,"Borough of the Bronx Tax Map Block 5926, Lot 76",Designated,,12/14/2010,Individual Landmark,,208.0,11.0,40.8957361,-73.9122498,2030900.0,BX0803,698.21448157952,26398.84943537324,Riverdale-Spuyten Duyvil,Alderbrook Resort & Spa,https://en.wikipedia.org/wiki/Alderbrook_Resort_%26_Spa,low,1443.0,61.53846153846154,Residential Building
"POLYGON ((1016547.806455344 256705.1159044206, 1016480.2918265909 256796.8903271705, 1016441.0337030143 256761.87563341856, 1016481.1740426719 256674.64418059587, 1016547.806455344 256705.1159044206))",970,BX,3299,1,2988 Bainbridge Avenue,2032990001,Bedford Park Congregational Church,LP-02062,"Borough of Bronx Tax Map Block 3299, Lot 1.",Designated,,6/20/2000,Individual Landmark,,207.0,11.0,40.8712856,-73.8834321,2041500.0,BX0702,335.83085138582,6501.24159289805,Bedford Park,Immanuel Congregational Church,https://en.wikipedia.org/wiki/Immanuel_Congregational_Church,low,172.0,71.875,Park
"POLYGON ((1006778.6422666758 236295.43165825307, 1006747.1525002569 236338.00539200008, 1006708.9340727627 236312.5772932619, 1006731.0511545092 236282.68988583982, 1006765.0491180122 236270.63347950578, 1006778.6422666758 236295.43165825307))",969,BX,2307,59,2804-2808 Third Avenue,2023070059,Haffen Building,LP-02388,"Borough of the Bronx Tax Map Block 2307, Lot 59",Designated,,6/22/2010,Individual Landmark,,201.0,8.0,40.8152415,-73.9187324,2004300.0,BX0101,200.39139226454,2569.49196340054,Mott Haven-Port Morris,Haffen Building,https://en.wikipedia.org/wiki/Haffen_Building,high,446.0,100.0,Residential Building
"POLYGON ((1042394.0077155977 250640.81241625547, 1042381.7229632586 250663.11650550365, 1042186.6433009207 250600.11663150787, 1042235.0880859196 250510.62205983698, 1042319.7798456699 250537.9727269262, 1042338.5261992514 250544.02684867382, 1042357.0701254308 250550.01535375416, 1042319.8782706708 250616.87283158302, 1042394.0077155977 250640.81241625547))",968,BX,5635,73,586 City Island Avenue,2056350073,Samuel Pell House,LP-02115,"Borough of the Bronx Tax Map Block 5635, Lot 73.",Designated,,10/29/2002,Individual Landmark,,210.0,13.0,40.8542766,-73.7902247,2051601.0,BX1003,614.8191893571,14714.27249136099,Pelham Bay-Country Club-City Island,Thomas Pell II,https://en.wikipedia.org/wiki/Thomas_Pell_II,low,667.0,45.16129032258065,Residential Building
"POLYGON ((1006326.6654803455 260031.21751992404, 1006324.3915347606 260031.65223033726, 1006312.498842001 260033.43470709026, 1006296.9247261733 260034.71029509604, 1006289.0569597632 260034.858916834, 1006273.4825158417 260034.5964501649, 1006262.1544545144 260034.05019141734, 1006247.6682630032 260032.6249974221, 1006236.3533250093 260031.06168033183, 1006222.5600455105 260028.23852325976, 1006211.5715504289 260025.38649484515, 1006200.5748532563 260022.01839134097, 1006187.3081475049 260017.0151205063, 1006184.5653708428 260015.79891559482, 1006242.7949131727 259950.72850766778, 1006253.2092624307 259961.94698917866, 1006262.672498092 259971.8085180074, 1006278.1019291729 259987.24647925794, 1006290.0070890933 259998.64868742228, 1006297.9693435133 260006.03909258544, 1006304.6402619183 260012.0909177512, 1006309.5516694188 260016.46754942834, 1006315.0644536763 260021.30218541622, 1006319.279668346 260024.9442384988, 1006322.9978367537 260028.11778858304, 1006326.6654803455 260031.21751992404))",967,BX,5743,15,2550 Independence Avenue,2057430015,Riverdale Presbyterian Chapel,LP-01086,"Borough of Bronx, Tax Map Block 5743, Lot 15.",Designated,now Edgehill Church of Spuyten Duyvil,11/25/1980,Individual Landmark,,208.0,11.0,40.8802977,-73.9204393,2029301.0,BX0803,348.4933105558,5888.17464176604,Riverdale-Spuyten Duyvil,Riverdale Presbyterian Church Complex,https://en.wikipedia.org/wiki/Riverdale_Presbyterian_Church_Complex,low,558.0,81.81818181818181,Religious Site
"POLYGON ((1043936.0817311704 248097.53436633945, 1043913.4561202526 248177.7766599208, 1043804.9359960854 248145.15927109122, 1043830.0589773357 248057.82447201014, 1043849.1714719236 247991.38431617618, 1043870.1074536741 247918.60493417084, 1043895.5893580914 247830.02374650538, 1043911.0483166724 247776.28304034472, 1043988.2256557643 247798.2554373443, 1044018.0717246681 247806.7524675876, 1044010.6567132622 247833.04998716712, 1044002.8683430105 247860.67296342552, 1043995.0353534222 247888.4521073401, 1043987.2115501761 247916.20041142404, 1043979.6193737537 247943.12588250637, 1043971.636450097 247971.4378337562, 1043963.9107437581 247998.83804142475, 1043956.1683051735 248026.29730409384, 1043948.3510635942 248054.01968958974, 1043936.0817311704 248097.53436633945))",966,BX,5643,7501,190 Fordham Street,2056437501,Public School 102,LP-02487,"Borough of the Bronx Tax Map Block 5643, Lots 1001-1008. Note: the Landmark consists of the original 1897-98 portion of the school building, as well as the adjacent western and eastern side yards and the northern front yard.",Designated,"later Public School 17, the City Island School",12/20/2011,Individual Landmark,,210.0,13.0,40.8471131,-73.7843594,2051601.0,BX1003,993.91852754509,43193.75074651842,Pelham Bay-Country Club-City Island,Public School 17,https://en.wikipedia.org/wiki/Public_School_17,high,2298.0,90.9090909090909,School
"POLYGON ((1005834.1067541689 235591.162069425, 1005811.3243194222 235603.74603375793, 1005798.9582024217 235581.44489724934, 1005786.6888700128 235559.31928533316, 1005774.8079882562 235537.89281900227, 1005761.9422003478 235514.69109375775, 1005806.7160609215 235489.9598440081, 1005855.9141252637 235578.6827636659, 1005833.9226994216 235590.82972100377, 1005834.1067541689 235591.162069425))",965,BX,2306,52,341 East 143rd Street,2023060052,Fire Hook and Ladder Company 17,LP-02046,"Borough of the Bronx Tax Map Block 2306, Lot 52.",Designated,now Engine Company 60,6/20/2000,Individual Landmark,,201.0,8.0,40.8131688,-73.9221199,2004100.0,BX0101,305.96060596609,5199.07815539749,Mott Haven-Port Morris,"Firehouse, Hook & Ladder Company 14","https://en.wikipedia.org/wiki/Firehouse,_Hook_%26_Ladder_Company_14",low,,78.78787878787878,Fire Station
"POLYGON ((1005038.2986345142 245060.9856494218, 1005017.9233471751 245013.3610727489, 1004846.2265120894 245087.45246000588, 1004722.9249214232 244799.24864009023, 1005009.5450830907 244751.2001797557, 1005124.4123074263 244973.5593150854, 1005080.25524351 244992.46642950177, 1005088.590528667 245011.94834592938, 1005096.8221395016 245031.1894491762, 1005098.4625561684 245035.02375908196, 1005038.2986345142 245060.9856494218))",964,BX,2518,1,105-149 West 168th Street,2025180001,Noonan Plaza Apartments,LP-02400,"Borough of the Bronx Tax Map Block 2518, Lot 1.",Designated,,6/22/2010,Individual Landmark,,204.0,16.0,40.8388696,-73.925281,2021100.0,BX0402,1253.01834611746,84548.20025061112,Highbridge,Noonan Plaza Apartments,https://en.wikipedia.org/wiki/Noonan_Plaza_Apartments,high,1188.0,100.0,Commercial Building
"POLYGON ((1004713.9905560911 237740.49307258427, 1004534.3816633373 237806.25147125125, 1004435.4268087596 237535.98298291862, 1004623.9582558423 237473.30397441983, 1004713.9905560911 237740.49307258427))",963,BX,2443,400,560 Grand Concourse,2024430400,Bronx Post Office,LP-00837,"Borough of the Bronx Tax Map Block 2443, Lot 400.",Designated,,11/25/1975,Individual Landmark,,204.0,17.0,40.8189137,-73.9265643,2006100.0,BX0401,959.71016197992,55533.20967356944,Concourse-Concourse Village,Bronx General Post Office,https://en.wikipedia.org/wiki/Bronx_General_Post_Office,medium,412.0,80.95238095238095,Police Station
"POLYGON ((1014575.5656491667 244085.48760041595, 1014520.0552615076 244044.9053325057, 1014477.5904514194 244142.05769725144, 1014447.7706291676 244129.34971742332, 1014425.7276942581 244121.31266000867, 1014407.0758286715 244115.14436525106, 1014375.3987266719 244106.22935684025, 1014399.3399517536 243999.36670967937, 1014405.5597555935 243959.89664424956, 1014409.95213525 243938.59222492576, 1014386.5404366702 243936.23232150078, 1014403.7333156765 243842.25481916964, 1014431.5869345069 243848.6235728413, 1014464.8293220848 243857.49789892137, 1014494.5664673448 243866.79545250535, 1014529.7803076804 243879.12023100257, 1014559.4515081793 243890.79966959357, 1014595.6509108394 243906.27929742634, 1014622.6469198465 243919.03583358228, 1014675.3062633425 243947.2621550858, 1014575.5656491667 244085.48760041595))",962,BX,2939,93,1619 Boston Road,2029390093,Herman Ridder Junior High School,LP-01628,"Borough of the Bronx Tax Map Block 2939, Lot 93.",Designated,Public School 98,12/11/1990,Individual Landmark,,203.0,15.0,40.8363032,-73.8906813,2015500.0,BX0303,1036.27008570292,51994.36721959227,Crotona Park East,Herman Ridder Junior High School,https://en.wikipedia.org/wiki/Herman_Ridder_Junior_High_School,high,2603.0,100.0,School
"POLYGON ((1010556.5444877595 241134.15065534413, 1010483.0810520053 241197.49206408858, 1010282.6040907502 240964.67428825796, 1010438.0621131808 240834.69488942623, 1010518.306703344 240927.31707949936, 1010538.3765450865 240910.01232409477, 1010541.5225361735 240907.30005916953, 1010582.5201575905 240954.91118441522, 1010621.3704735935 241000.02887633443, 1010599.2182869166 241019.12955991924, 1010625.8435617536 241050.05010175705, 1010637.877330333 241064.02513942122, 1010617.5876727551 241081.51887084544, 1010598.6536555141 241097.84364134073, 1010579.7196382582 241114.16906800866, 1010556.5444877595 241134.15065534413))",961,BX,2613,1,1122 Franklin Avenue,2026130001,Second Battery Armory,LP-01794,"Borough of The Bronx Tax Map Block 2613, Lot 1.",Designated,,6/2/1992,Individual Landmark,,203.0,17.0,40.8281588,-73.9052711,2018502.0,BX0301,1078.3331269104,65864.08695829312,Morrisania,First Battery Armory,https://en.wikipedia.org/wiki/First_Battery_Armory,low,2832.0,73.17073170731707,Museum
"POLYGON ((1003953.4845311791 241984.38287875056, 1003853.1822383404 242027.89788359404, 1003733.7205350101 241823.61909267306, 1003950.1439866722 241793.3202687502, 1003966.7751870006 241847.15447866917, 1003955.5111019164 241850.4674641788, 1003951.2863728404 241902.00541883707, 1003938.8290486783 241908.7321114242, 1003955.5071649253 241929.2320704162, 1003935.3264310062 241937.54209317267, 1003953.4845311791 241984.38287875056))",960,BX,2504,6,936 Woodycrest Avenue,2025040006,American Female Guardian Society and Home for the Friendless at Woody Crest Home,LP-02049,"Borough of the Bronx Tax Map Block 2504, Lot 6",Designated,,3/28/2000,Individual Landmark,,204.0,16.0,40.8305995,-73.929117,2018900.0,BX0402,796.95744666921,33499.24795666639,Highbridge,American Female Guardian Society,https://en.wikipedia.org/wiki/American_Female_Guardian_Society,low,330.0,57.14285714285714,Residential Building
"POLYGON ((1007602.223624751 232906.61888208985, 1007557.6377559304 232931.2546595931, 1007505.007611841 232835.55373550951, 1007549.5505017638 232810.84118650854, 1007602.223624751 232906.61888208985))",959,BX,2550,28,618 East 138th Street,2025500028,"Firehouse, Engine Company 83 and Hook & Ladder 29",LP-02520,"Borough of the Bronx Tax Map Block 2550, Lot 28",Designated,,6/12/2012,Individual Landmark,,201.0,8.0,40.8058222,-73.9158252,2002701.0,BX0101,320.40259401337,5565.69792557315,Mott Haven-Port Morris,"Firehouse, Hook & Ladder Company 14","https://en.wikipedia.org/wiki/Firehouse,_Hook_%26_Ladder_Company_14",low,,78.57142857142857,Fire Station
"POLYGON ((1011513.6606837511 242173.8106494993, 1011511.7292571664 242174.24568800628, 1011509.7948778421 242174.66989976168, 1011507.8585299999 242175.08230049908, 1011505.9195575118 242175.4828902483, 1011503.9779603332 242175.87232516706, 1011502.0343946666 242176.24994908273, 1011500.088532418 242176.61576201022, 1011498.1400455087 242176.9707481712, 1011496.1902462542 242177.31326717138, 1011494.2384785116 242177.64495941997, 1011492.2840860933 242177.9645125866, 1011490.3287094235 242178.2725828439, 1011488.3710361719 242178.56917017698, 1011486.4113944173 242178.85394650698, 1011484.4501122534 242179.12723992765, 1011482.4878458381 242179.38872234523, 1011480.5232828408 242179.6387218386, 1011478.558063671 242179.87691034377, 1011476.590876013 242180.10295975208, 1011474.6223760098 242180.31785434484, 1011472.6528917551 242180.52093791962, 1011470.6824232638 242180.71188242733, 1011468.7103143334 242180.8916720897, 1011466.7375492603 242181.05965074897, 1011464.7637999207 242181.2154903412, 1011462.7890663445 242181.35984700918, 1011460.8136765957 242181.49272075295, 1011458.8373025954 242181.61345542967, 1011456.8602724224 242181.72270716727, 1011454.8825860918 242181.82014791667, 1011452.9042435884 242181.90544958413, 1011450.9259010851 242181.97959642112, 1011448.9465743452 242182.0412760824, 1011446.9672475904 242182.09180092812, 1011444.9875927567 242182.13051475585, 1011443.0079379231 242182.15708950162, 1011441.0279550105 242182.1718532592, 1011439.0476440042 242182.17513409257, 1011437.0679891706 242182.16660392284, 1011435.0883343369 242182.14593467116, 1011433.1083514243 242182.11411058903, 1011431.1286965907 242182.07014742494, 1011429.1496979296 242182.01437325776, 1011427.1588882506 242181.94153875113, 1011425.1684066802 242181.86115834117, 1011423.175956592 242181.76306141913, 1011421.1890839189 242181.64790417254, 1011419.2107414305 242181.5156865865, 1011417.2094330937 242181.3634559214, 1011415.2284659296 242181.19547726214, 1011413.232735008 242181.00814166665, 1011411.2455342561 242180.80407384038, 1011409.2904856801 242180.58524225652, 1011407.3213295043 242180.34770992398, 1011405.3183807582 242180.08753983676, 1011403.3600513339 242179.81588684022, 1011401.3692416698 242179.52126801014, 1011399.3774477541 242179.2086045891, 1011397.4384752512 242178.88609866798, 1011392.4673565924 242177.9799325019, 1011385.6720945835 242176.55211384594, 1011375.8784790039 242174.1023155898, 1011368.2741635144 242171.87167701125, 1011360.3732606769 242169.2404486686, 1011351.2105493397 242165.77129550278, 1011339.5649033338 242160.68042641878, 1011432.2605840862 242081.23373492062, 1011513.6606837511 242173.8106494993))",958,BX,2615,23,610 East 169th Street,2026150023,"New York Public Library, Morrisania Branch",LP-01996,"Borough of The Bronx Tax Map Block 2615, Lot 23.",Designated,originally the McKinley Square Branch,6/16/1998,Individual Landmark,,203.0,17.0,40.8312629,-73.9017941,2014900.0,BX0301,423.23966818521,9238.42179124164,Morrisania,List of New York Public Library branches,https://en.wikipedia.org/wiki/List_of_New_York_Public_Library_branches,low,5352.0,63.41463414634146,Library
"POLYGON ((1006379.5872905105 237075.6233393401, 1006355.2382578403 237083.84970083833, 1006321.4145065844 236986.57889801264, 1006345.7635392547 236978.35286459327, 1006379.5872905105 237075.6233393401))",957,BX,2331,33,330 East 150th Street,2023310033,"Firehouse, Engine Company 41",LP-02521,"Borough of the Bronx Tax Map Block 2331, Lot 33",Designated,,6/12/2012,Individual Landmark,,201.0,17.0,40.8172433,-73.920157,2006500.0,BX0102,257.36938199605,2646.68681829181,Melrose,Engine Company Number Nine Firehouse,https://en.wikipedia.org/wiki/Engine_Company_Number_Nine_Firehouse,low,230.0,75.0,Fire Station
"POLYGON ((1010851.226969257 236355.98895183206, 1010850.5147003382 236356.17628742754, 1010836.1653195918 236303.1832831651, 1010937.8350637555 236276.4221818447, 1010952.184444502 236329.41551417112, 1010851.226969257 236355.98895183206))",956,BX,2675,33,655-659 and 661 Prospect Avenue,2026750033,"Firehouses, Engine Company 73 and Hook & Ladder Company 42",LP-02524,"Borough of the Bronx Tax Map Block 2675, Lot 33",Designated,,2/12/2013,Individual Landmark,,201.0,8.0,40.8152683,-73.9037432,2007900.0,BX0102,320.06850800625,5771.81199368851,Melrose,"Firehouse, Engine Company 33 and Ladder Company 9","https://en.wikipedia.org/wiki/Firehouse,_Engine_Company_33_and_Ladder_Company_9",low,6380.0,85.98130841121495,Fire Station
"POLYGON ((1012178.4359290004 247690.31995767355, 1012132.5941571742 247709.74445950985, 1012089.605726093 247608.28173592687, 1012135.447826013 247588.85723409057, 1012178.4359290004 247690.31995767355))",955,BX,2909,40,451-453 East 176th Street,2029090040,"Firehouse, Engine Company 46",LP-02523,"Borough of the Bronx Tax Map Block 2909, Lot 40",Designated,now Engine Company 45 and Hook & Ladder 17,2/12/2013,Individual Landmark,,206.0,15.0,40.8463703,-73.8992164,2039500.0,BX0602,319.96260045637,5486.2733399412,Tremont,"Firehouse, Engine Company 10 and Ladder Company 10","https://en.wikipedia.org/wiki/Firehouse,_Engine_Company_10_and_Ladder_Company_10",low,7097.0,66.66666666666667,Fire Station
"POLYGON ((1006836.5617702603 237299.34139584005, 1006740.3382094204 237331.63955958188, 1006731.506862253 237305.60647517443, 1006827.5329169184 237273.37491233647, 1006836.5617702603 237299.34139584005))",954,BX,2398,1,614 Courtlandt Avenue,2023980001,614 Courtlandt Avenue Building,LP-01283,"Borough of the Bronx Tax Map Block 2398, Lot 1.",Designated,,2/10/1987,Individual Landmark,,201.0,17.0,40.8179861,-73.9185917,2006700.0,BX0102,257.77221420559,2787.35269821815,Melrose,Tim Hetherington,https://en.wikipedia.org/wiki/Tim_Hetherington,low,40905.0,30.434782608695656,Residential Building
"POLYGON ((1012279.5646637529 252924.75469875336, 1012275.8573220968 252915.46731574833, 1012185.8276465088 252951.37866126, 1012106.0617299229 252751.5437590927, 1012196.0914055109 252715.63274167478, 1012270.0636985004 252686.12591092288, 1012354.1337403357 252895.01033566892, 1012279.5646637529 252924.75469875336))",953,BX,3165,44,2401-2419 Grand Concourse,2031650044,Loew's Paradise Theater,LP-01891,"Borough of the Bronx Tax Map Block 3165, Lot 44.",Designated,,4/15/1997,Individual Landmark,,205.0,14.0,40.8605629,-73.8988514,2023703.0,BX0503,804.11184620747,38860.1594095359,Fordham Heights,Paradise Theater (Bronx),https://en.wikipedia.org/wiki/Paradise_Theater_(Bronx),medium,18321.0,76.59574468085107,Museum
"POLYGON ((1017739.7059744298 246739.82153059542, 1017658.2993130833 246799.2525140941, 1017649.1995937526 246785.56717400253, 1017552.3690787554 246639.94344951212, 1017673.8593213409 246549.78254058957, 1017783.9302954227 246707.53550592065, 1017739.7059744298 246739.82153059542))",952,BX,3133,25,2103 Bryant Avenue,2031330025,Old West Farms Soldiers' Cemetery,LP-00624,"Borough of The Bronx Tax Map Block 3133, Lot 25.",Designated,,8/2/1967,Individual Landmark,,206.0,15.0,40.843675,-73.8792229,2036100.0,BX0601,690.50944719492,29409.64131003258,West Farms,West Farms Soldiers Cemetery,https://en.wikipedia.org/wiki/West_Farms_Soldiers_Cemetery,high,1307.0,91.8032786885246,Hospital
"POLYGON ((1004881.9898920059 245354.6612431705, 1004734.9685325027 245338.33122333884, 1004630.381143257 245351.88828283548, 1004666.9063326716 245116.50391109288, 1004764.8004938364 245074.4515017569, 1004881.9898920059 245354.6612431705))",951,BX,2529,81,1257 Ogden Avenue,2025290081,Public School 91,LP-01179,"Borough of the Bronx Tax Map Block 2529, Lot 81.",Designated,now Public School 11,8/25/1981,Individual Landmark,,204.0,16.0,40.8397703,-73.9259449,2020100.0,BX0402,901.86172850286,43991.97640981597,Highbridge,Chicago Public Schools,https://en.wikipedia.org/wiki/Chicago_Public_Schools,low,38551.0,73.6842105263158,School
"POLYGON ((1013610.2211231738 237577.4267976731, 1013541.3643055111 237631.52970783412, 1013478.8637743443 237551.57350292802, 1013547.7986758351 237497.59231166542, 1013610.2211231738 237577.4267976731))",950,BX,2722,63,877 Southern Boulevard,2027220063,"New York Public Library, Hunts Point Branch",LP-02323,"Borough of the Bronx, Tax Map Block 2722, Lot 63",Designated,,4/14/2009,Individual Landmark,,202.0,17.0,40.8186854,-73.8941642,2008900.0,BX0201,377.95201833753,8880.00547116744,Hunts Point,New York Public Library Main Branch,https://en.wikipedia.org/wiki/New_York_Public_Library_Main_Branch,low,78612.0,76.92307692307692,Library
