OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,Category,Neighborhood,Popularity_Tier
127,MN,996,21,113-123 West 43rd Street,1009960021,Town Hall,LP-01011,"Borough of Manhattan Tax Map Block 996, Lot 21.",Designated,,11/28/1978,Individual Landmark,,105,4,40.7560871,-73.9843817,1011900,MN0502,455.4811402,12830.10938,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
1333,QN,3451,7,55-27 Myrtle Avenue,4034510007,Ridgewood Theater Building,LP-02325,Too long,Designated,,1/12/2010,Individual Landmark,,405,34,40.7003955,-73.9074002,4055100,QN0502,184.6800971,2051.051747,Commercial,Long Island City,Tier 4: Neighborhood Staple
1315,QN,898,1,19th Street between 22nd Drive and Hoyt Avenue North,4008980001,Astoria Park Pool and Play Center,LP-02196,Too long,Designated,,6/20/2006,Individual Landmark,,401,22,40.7788714,-73.9232143,4009900,QN0191,5426.494305,1345532.732,Commercial,Jamaica,Tier 4: Neighborhood Staple
105,QN,9795,3,165-11 Jamaica Avenue,4097950003,Loew's Valencia Theater,LP-02036,"Borough of Queens Tax Map Block 9795, Lot 3",Designated,now Tabernacle of Prayer for All People,5/25/1999,Individual Landmark,,412,27,40.7062634,-73.7946905,4046000,QN1201,919.6428241,32766.83567,Other,Jamaica,Tier 5: Ultra Niche / Insider Knowledge
88,QN,4960,1,137-35 Northern Boulevard,4049600001,Flushing Town Hall,LP-00139,"Borough of Queens Tax Map Block 4960, Lot 1.",Designated,"designated as Flushing Municipal Courthouse, now Flushing Council on Culture and the Arts",7/30/1968,Individual Landmark,,407,20,40.7638978,-73.8300127,4086900,QN0707,546.3725755,18541.65618,Other,Long Island City,Tier 5: Ultra Niche / Insider Knowledge
1155,BK,2687,1,bounded by Nassau and Driggs Avenues and Monitor and Russell Streets,3026870001,Winthrop Park Shelter Pavilion,LP-00167,"Borough of Brooklyn Tax Map Block 2687, Lot 1 in part, consisting of the land on which the described improvements are situated.",Designated,now Monsignor McGolrick Park,10/19/1966,Individual Landmark,,301,33,40.7244382,-73.9433543,3059100,BK0101,408.7867241,3606.403539,Public/Civic,DUMBO,Tier 4: Neighborhood Staple
1130,MN,2,2,11 South Street,1000020002,Whitehall Ferry Terminal,LP-00547,"Borough of Manhattan Tax Map Block 2, Lot 1, in part consisting of the area on which the described improvement is situated.",Designated,now the Battery Maritime Building,5/25/1967,Individual Landmark,,101,1,40.7005502,-74.0115876,1000900,MN0101,1088.362306,56371.97088,Public/Civic,Harlem,Tier 4: Neighborhood Staple
1089,BX,3273,1,"Fordham University, East Fordham Road and East 191st Street",2032730001,Saint John's Hall,LP-00118,"Borough of The Bronx Tax Map Block 3273, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,,8/18/1970,Individual Landmark,,206,15,40.8616234,-73.8853325,2039700,BX0603,283.6586911,3847.908255,Other,Pelham Bay,Tier 5: Ultra Niche / Insider Knowledge
1084,BX,3272,1,"New York Botanical Garden, Kazimiroff Boulevard",2032720001,"Conservatory, New York Botanical Garden",LP-00481,"Borough of The Bronx Tax Map Block 3272, Lot 1 in part, consisting of the land on which the described improvement is situated.",Designated,now the Enid A. Haupt Conservatory,10/16/1973,Individual Landmark,,227,11,40.8643328,-73.8777103,2033400,BX2791,2409.675883,42887.83213,Other,Fordham,Tier 2: National Draw
1082,BX,4336,1,"New York Botanical Garden, Bronx River",2043360001,"Lorillard Snuff Mill, New York Botanical Garden",LP-00121,"Borough of The Bronx Tax Map Block 4336, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,,4/19/1966,Individual Landmark,,227,15,40.8622446,-73.8730468,2033400,BX2791,290.5921169,3955.112769,Other,South Bronx,Tier 2: National Draw
1063,MN,0,0,Park Avenue from East 40th Street to Grand Central Terminal,0,Park Avenue Viaduct,LP-01127,Too long,Designated,also known as the Pershing Square Viaduct,9/23/1980,Individual Landmark,,105,4,40.7517631,-73.9779294,1008200,MN0502,1192.381361,23700.94049,Public/Civic,Greenwich Village,Tier 4: Neighborhood Staple
1020,BX,3222,62,2050 Sedgewick Avenue,2032220062,"Begrisch Hall, New York University",LP-02110,Too long,Designated,now Bronx Community College,1/8/2002,Individual Landmark,,205,14,40.8577282,-73.9130447,2024900,BX0501,474.0118028,7323.824035,Other,South Bronx,Tier 5: Ultra Niche / Insider Knowledge
1019,BX,3222,62,Hall of Fame Terrace at Sedgwick Avenue,2032220062,"Hall of Fame, New York University",LP-00113,"Borough of the Bronx, Tax Map Block 3222, Lot 62 in part, consisting of the land on which the described improvement is situated.",Designated,now Bronx Community College,2/15/1966,Individual Landmark,,205,14,40.8577282,-73.9130447,2024900,BX0501,1347.03996,10215.7722,Other,South Bronx,Tier 5: Ultra Niche / Insider Knowledge
1018,BX,3222,62,Hall of Fame Terrace at Sedgwick Avenue,2032220062,"Hall of Languages, New York University",LP-00114,"Borough of the Bronx, Tax Map Block 3222, Lot 62 in part, consisting of the land on which the described building is situated.",Designated,now Bronx Community College,2/15/1966,Individual Landmark,,205,14,40.8577282,-73.9130447,2024900,BX0501,304.2771667,5452.450572,Other,Pelham Bay,Tier 5: Ultra Niche / Insider Knowledge
1017,BX,3222,62,Hall of Fame Terrace at Sedgwick Avenue,2032220062,"Cornelius Baker Hall of Philosophy, New York University",LP-00115,"Borough of the Bonx Tax Map Block 3222, Lot 62 in part, consisting of the land on which the described building is situated.",Designated,now Bronx Community College,2/15/1966,Individual Landmark,,205,14,40.8577282,-73.9130447,2024900,BX0501,301.8467159,5365.802137,Other,Fordham,Tier 5: Ultra Niche / Insider Knowledge
953,BX,3165,44,2401-2419 Grand Concourse,2031650044,Loew's Paradise Theater,LP-01891,"Borough of the Bronx Tax Map Block 3165, Lot 44.",Designated,,4/15/1997,Individual Landmark,,205,14,40.8605629,-73.8988514,2023703,BX0503,804.1118462,38860.15941,Other,Fordham,Tier 5: Ultra Niche / Insider Knowledge
448,MN,1068,10,400 West 59th Street,1010680010,"Roosevelt Hospital, William J. Syms Operating Theater",LP-01578,Too long,Designated,,7/11/1989,Individual Landmark,,104,6,40.7691988,-73.9852379,1014500,MN0701,395.7456132,9523.809698,Public/Civic,Hell's Kitchen,Tier 4: Neighborhood Staple
391,MN,841,89,80 West 40th Street,1008410089,Bryant Park Studios,LP-01542,"Borough of Manhattan Tax Map Block 841, Lot 89.",Designated,,12/13/1988,Individual Landmark,,105,4,40.753282,-73.9848408,1008400,MN0502,328.7677733,6342.356617,Public/Civic,Harlem,Tier 4: Neighborhood Staple
279,MN,1114,7501,33-43 West 61st Street,1011147501,Kent Automatic Parking Garage,LP-01239,"Borough of Manhattan, Tax Map Block 1114, Lot 1.",Designated,"later the Sofia Brothers Warehouse, now the Sofia Apartments",4/12/1983,Individual Landmark,,107,6,40.7704969,-73.9833386,1014500,MN0701,486.999887,14452.48854,Public/Civic,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
1176,SI,523,1,111 Canal Street in Tappan Park,5005230001,Edgewater Village Hall,LP-00350,"Borough of Richmond Tax Map Block 523, Lot 1 in part and Lot 2 in part, consisting of the land on which the described building is situated.",Designated,,7/30/1968,Individual Landmark,,501,49,40.6268251,-74.0767404,5002100,SI0102,274.7455739,3725.708771,Other,Tottenville,Tier 5: Ultra Niche / Insider Knowledge
1141,QN,3866,70,"within Forest Park, west of Woodhaven Boulevard and north of West Main Drive",4038660070,Forest Park Carousel,LP-02528,"Borough of Queens Tax Map Block 3866, Lot 70 in part consisting of the parcel occupied by the pavilion, as measured to the edge of the projecting roof.",Designated,,6/25/2013,Individual Landmark,,482,32,40.6992913,-73.8626425,4064102,QN8291,284.7825498,6363.595327,Public/Civic,Flushing,Tier 4: Neighborhood Staple
1081,QN,926,1,LaGuardia Airport,4009260001,Marine Air Terminal,LP-01109,"Borough of Queens Tax Map Block 926, Lot 1 in part, consisting of the land on which the described building is situated",Designated,,11/25/1980,Individual Landmark,,480,21,40.7747472,-73.8745206,4033100,QN8081,684.2234886,21458.50239,Public/Civic,Jamaica,Tier 4: Neighborhood Staple
8,SI,7,1,2-10 Richmond Terrace,5000070001,Staten Island Borough Hall,LP-01207,"Borough of Staten Island Tax Map Block 7, Lot 1.",Designated,,3/23/1982,Individual Landmark,,501,49,40.6423996,-74.0759584,5000300,SI0101,889.1849023,54479.51384,Other,Great Kills,Tier 5: Ultra Niche / Insider Knowledge
964,BX,2518,1,105-149 West 168th Street,2025180001,Noonan Plaza Apartments,LP-02400,"Borough of the Bronx Tax Map Block 2518, Lot 1.",Designated,,6/22/2010,Individual Landmark,,204,16,40.8388696,-73.925281,2021100,BX0402,1253.018346,84548.20025,Residential,South Bronx,Tier 5: Ultra Niche / Insider Knowledge
945,BX,2504,126,1005 Jerome Avenue,2025040126,Park Plaza Apartments,LP-01077,"Borough of the Bronx Tax Map Block 2504, Lot 126",Designated,,5/12/1981,Individual Landmark,,204,16,40.8317892,-73.9266476,2018900,BX0402,1246.096214,43991.13417,Residential,Pelham Bay,Tier 5: Ultra Niche / Insider Knowledge
61,SI,7899,9,7430 Amboy Road,5078990009,"New York Public Library, Tottenville Branch",LP-01867,"Borough of Staten Island Tax Map Block 7899, Lot 9.",Designated,,5/16/1995,Individual Landmark,,503,51,40.5095965,-74.2441487,5024401,SI0305,487.8422223,13625.65099,Public/Civic,St. George,Tier 2: National Draw
43,SI,1007,26,75 Bennett Street,5010070026,"New York Public Library, Port Richmond Branch",LP-01997,"Borough of Staten Island Tax Map Block 1007, Lot 26",Designated,,10/13/1998,Individual Landmark,,501,49,40.637563,-74.1311305,5020702,SI0106,418.0372711,10921.87624,Public/Civic,Tottenville,Tier 2: National Draw
1531,BX,2918,1,1866 Washington Avenue,2029180001,"New York Public Library, Tremont Branch",LP-02677,"Borough of the Bronx Tax Map Block 2918, Lot 1",Designated,,3/5/2024,Individual Landmark,,206,15,40.8460457,-73.8983494,2039500,BX0602,303.3152648,5725.597584,Public/Civic,Riverdale,Tier 2: National Draw
1283,BX,3981,2,9 Westchester Square,2039810002,Van Schaick Free Reading Room/Huntington Free Library and Reading Room,LP-01886,"Borough of The Bronx Tax Map Block 3981, Lot 2 in part, consisting of the land on which the described building is situated.",Designated,,4/5/1994,Individual Landmark,,210,18,40.8399272,-73.8438554,2020000,BX1001,236.6960577,3150.602529,Public/Civic,South Bronx,Tier 4: Neighborhood Staple
1016,BX,3222,62,Hall of Fame Terrace at Sedgwick Avenue,2032220062,"Gould Memorial Library, New York University",LP-00112,"Borough of the Bronx Tax Map Block 3332, Lot 62 in part, consisting of the land on which the described building is situated.",Designated,now Bronx Community College,2/15/1966,Individual Landmark,,205,14,40.8577282,-73.9130447,2024900,BX0501,539.6029139,13372.17815,Public/Civic,Pelham Bay,Tier 4: Neighborhood Staple
958,BX,2615,23,610 East 169th Street,2026150023,"New York Public Library, Morrisania Branch",LP-01996,"Borough of The Bronx Tax Map Block 2615, Lot 23.",Designated,originally the McKinley Square Branch,6/16/1998,Individual Landmark,,203,17,40.8312629,-73.9017941,2014900,BX0301,423.2396682,9238.421791,Public/Civic,South Bronx,Tier 2: National Draw
950,BX,2722,63,877 Southern Boulevard,2027220063,"New York Public Library, Hunts Point Branch",LP-02323,"Borough of the Bronx, Tax Map Block 2722, Lot 63",Designated,,4/14/2009,Individual Landmark,,202,17,40.8186854,-73.8941642,2008900,BX0201,377.9520183,8880.005471,Public/Civic,Fordham,Tier 2: National Draw
943,BX,2657,30,761 East 160th Street,2026570030,"New York Public Library, Woodstock Branch",LP-02322,"Borough of the Bronx, Tax Block 2657, Lot 30.",Designated,,4/14/2009,Individual Landmark,,201,17,40.8206899,-73.9046097,2007700,BX0102,392.4027931,7359.596974,Public/Civic,Fordham,Tier 2: National Draw
771,MN,1502,1,2 East 91st Street,1015020001,Andrew and Louise Carnegie House,LP-00674,"Borough of Manhattan Tax Map Block 1502, Lot 1.",Designated,"now the Cooper-Hewitt National Design Museum, Smithsonian Institution; incorporating the George L. McAlpin House",2/19/1974,Individual Landmark,,108,4,40.7841893,-73.9578198,1015002,MN0802,882.7993359,48457.70898,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
1536,MN,1389,50,945 Madison Avenue,1013890050,(Former) Whitney Museum of American Art,LP-02685,"Borough of Manhattan Tax Map Block 1289, Lot 50",Designated,,5/20/2025,Individual Landmark,,108,4,40.7734073,-73.963838,1013000,MN0802,470.4231359,13661.31617,Public/Civic,Tribeca,Tier 2: National Draw
1327,QN,5017,31,149-19 38th Avenue,4050170031,"Voelker Orth Museum, Bird Sanctuary and Victorian Garden",LP-02272,"Borough of Queens Tax Map Block 5017, Lot 31 in part, consisting of that portion of the lot bounded by a line beginning at the southeasterly corner, extending northerly along the eastern property line, westerly along part of the northern property line to",Designated,,10/30/2007,Individual Landmark,,407,20,40.764711,-73.8161917,4115700,QN0704,404.2184849,9077.823858,Public/Civic,Flushing,Tier 4: Neighborhood Staple
1169,MN,1130,1,Central Park West at West 77th Street,1011300001,American Museum of Natural History,LP-00282,"Borough of Manhattan Tax Map Block 1130, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,,8/24/1967,Individual Landmark,,107,6,40.7813533,-73.9740596,1016500,MN0702,3479.306029,331134.6639,Public/Civic,Greenwich Village,Tier 2: National Draw
1101,SI,4441,1,303 Center Street,5044410001,"Historical Museum, Historic Richmond Town",LP-00397-D,"Borough of Richmond Tax Map Block 4443, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,County Clerk's and Surrogate's Offices,8/26/1969,Individual Landmark,,503,50,40.5711106,-74.1454376,5027900,SI0203,356.3754737,4489.196108,Public/Civic,St. George,Tier 4: Neighborhood Staple
1083,BX,3272,1,"New York Botanical Garden, Watson Drive and Garden Way",2032720001,"Museum Building, Fountain of Life, and Tulip Tree Allee, New York Botanical Garden",LP-02311,"Landmark Site: Borough of the Bronx Tax Map 3272, Lot 1 in part, consisting of the property bounded by a line that corresponds to the outermost edges of the rear (eastern) portion of the original 1898-1901 Museum (now Library) Building (excluding the Int",Designated,,3/24/2009,Individual Landmark,,227,11,40.8643328,-73.8777103,2033400,BX2791,1677.38287,159854.4643,Commercial,South Bronx,Tier 2: National Draw
784,MN,1280,1,East 42nd Street at Park Avenue,1012800001,Grand Central Terminal,LP-00266,"Borough of Manhattan Tax Map Block 1280, Lot 1.",Designated,,8/2/1967,Individual Landmark,,105,4,40.7526413,-73.9772794,1009200,MN0604,1482.297559,136882.9444,Public/Civic,Greenwich Village,Tier 1: Global Icon
702,MN,1500,1,1071 Fifth Avenue,1015000001,Solomon R. Guggenheim Museum,LP-01774,"Borough of Manhattan Tax Map Block 1500, Lot 1.",Designated,,8/14/1990,Individual Landmark,,108,4,40.7829985,-73.9589038,1015002,MN0802,672.4227806,25120.15561,Public/Civic,Tribeca,Tier 2: National Draw
540,MN,1609,1,1220-1227 Fifth Avenue,1016090001,Museum of the City of New York,LP-00448,"Borough of Manhattan Tax Map Block 1609, Lot 1.",Designated,,1/24/1967,Individual Landmark,,111,8,40.7925063,-73.951917,1016800,MN1101,724.3060997,32194.4893,Public/Civic,Tribeca,Tier 4: Neighborhood Staple
516,MN,1456,12,421 East 61st Street,1014560012,Mount Vernon Hotel Museum,LP-00426,"Borough of Manhattan Block 1456, Lot 12.",Designated,designated as the Abigail Adams Smith House,1/24/1967,Individual Landmark,,108,5,40.7605468,-73.9597335,1010602,MN0801,452.624863,12670.08333,Public/Civic,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
38,SI,2966,32,420 Tompkins Avenue,5029660032,Garibaldi-Meucci Museum,LP-00377,"Borough of Richmond Tax Map Block 2966, Lot 32.",Designated,,5/25/1967,Individual Landmark,,501,49,40.6152056,-74.0738131,5003600,SI0103,679.027442,27932.41095,Public/Civic,Tompkinsville,Tier 4: Neighborhood Staple
1482,MN,1291,10,"550 Madison Avenue (aka 550-570 Madison Avenue, 13-29 East 55th Street, 14-28 East 56th Street)",1012910010,"AT&T Corporate Headquarters Building (later Sony Plaza, now 550 Madison Avenue)",LP-02600,"Borough of Manhattan Tax Map Block 1291, Lot 10",Designated,,7/31/2018,Individual Landmark,,105,4,40.7614621,-73.9735042,1010200,MN0502,806.5817996,39370.54931,Commercial,Harlem,Tier 4: Neighborhood Staple
1168,MN,1009,1,West 57th Street at Seventh Avenue,1010090001,Carnegie Hall,LP-00278,"Borough of Manhattan Tax Map Block 1009, Lot 1.",Designated,,6/20/1967,Individual Landmark,,105,6,40.7650096,-73.9799213,1013700,MN0502,815.266922,41538.77161,Other,Tribeca,Tier 1: Global Icon
1165,MN,1274,7504,768 Fifth Avenue and 2 Central Park South,1012747504,Plaza Hotel,LP-00265,"Borough of Manhattan Tax Map Block 1274, Lot 25.",Designated,,12/9/1969,Individual Landmark,,105,4,40.764454,-73.9744452,1011201,MN0502,1004.179656,61393.06727,Other,Harlem,Tier 2: National Draw
880,BK,1183,2,Grand Army Plaza,3011830002,"Brooklyn Public Library, Central Building",LP-01963,"Borough of Brooklyn Tax Map Block 1183, Lot 2.",Designated,,6/17/1997,Individual Landmark,,355,35,40.6721709,-73.968071,3017700,BK5591,1641.445649,133395.8737,Commercial,Bed-Stuy,Tier 4: Neighborhood Staple
758,MN,44,1,1 Chase Manhattan Plaza,1000440001,One Chase Manhattan Plaza,LP-02294,"Borough of Manhattan Tax Map Block 44, Lot 1.",Designated,,2/10/2009,Individual Landmark,,101,1,40.7077691,-74.0091254,1000700,MN0101,1470.671524,107883.1747,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
622,MN,1931,10,253 West 125th Street,1019310010,Apollo Theater,LP-01299,"Borough of Manhattan Tax Map Block 1931, Lot 10.",Designated,originally Hurtig & Seamon's New (Burlesque) Theater,6/28/1983,Individual Landmark,,110,9,40.810143,-73.9498452,1022200,MN1001,657.1136931,17564.59599,Other,Hell's Kitchen,Tier 2: National Draw
589,MN,226,1,75 Varick Street,1002260001,Holland Plaza Building,LP-02537,"Borough of Manhattan Tax Map Block 226, Lot 1",Designated,,9/24/2013,Individual Landmark,,102,1,40.7234391,-74.0068186,1003700,MN0201,1115.906532,64117.17725,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
1515,MN,1722,30,9 West 124th Street,1017220030,"New York Public Library, Harlem Branch",LP-02652,"Borough of Manhattan, Tax Map Block 1733, Lot 30",Designated,,6/15/2021,Individual Landmark,,110,9,40.8062095,-73.9432884,1020000,MN1001,298.7136837,4775.453754,Public/Civic,Upper East Side,Tier 2: National Draw
